accession	variant	length	category	description
AID58531.1	NDM-1	270	Plasmid_associated	AID58531.1 Metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter lwoffii]
AIG86341.1	NDM-1	270	Plasmid_associated	AIG86341.1 beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae subsp. pneumoniae PittNDM01]
pdb|4U4L|A	NDM-1	246	PDB_structure	pdb|4U4L|A Chain A, Beta-lactamase NDM-1
pdb|4U4L|B	NDM-1	246	PDB_structure	pdb|4U4L|B Chain B, Beta-lactamase NDM-1
pdb|4U4L|C	NDM-1	246	PDB_structure	pdb|4U4L|C Chain C, Beta-lactamase NDM-1
pdb|4U4L|D	NDM-1	246	PDB_structure	pdb|4U4L|D Chain D, Beta-lactamase NDM-1
AIM48196.1	NDM-1	270	Plasmid_associated	AIM48196.1 Metallo beta-lactamase NDM-1 (plasmid) [Escherichia coli]
AIM48399.1	NDM-1	270	Plasmid_associated	AIM48399.1 Metallo beta-lactamase NDM-1 (plasmid) [Providencia stuartii]
AIM48559.1	NDM-1	270	Plasmid_associated	AIM48559.1 NDM-1 metallo beta-lactamase (plasmid) [Enterobacter cloacae]
CEG02231.1	NDM-1	270	Plasmid_associated	CEG02231.1 beta-lactamase NDM-1 (plasmid) [Acinetobacter haemolyticus]
pdb|4RAM|A	NDM-1	243	PDB_structure	pdb|4RAM|A Chain A, Beta-lactamase NDM-1
pdb|4RAM|B	NDM-1	243	PDB_structure	pdb|4RAM|B Chain B, Beta-lactamase NDM-1
AIT04839.1	NDM-1	270	Precursor	AIT04839.1 Beta-lactamase NDM-1 precursor (plasmid) [Klebsiella pneumoniae]
AIT04848.1	NDM-1	270	Precursor	AIT04848.1 Beta-lactamase NDM-1 precursor (plasmid) [Klebsiella pneumoniae]
AIT04857.1	NDM-1	270	Precursor	AIT04857.1 Beta-lactamase NDM-1 precursor (plasmid) [Klebsiella pneumoniae]
AIU56909.1	NDM-1	270	Biological_protein	AIU56909.1 beta-lactamase NDM-1 [Acinetobacter baylyi]
AIU96915.1	NDM-1	270	Plasmid_associated	AIU96915.1 beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
AIU96948.1	NDM-1	270	Plasmid_associated	AIU96948.1 beta-lactamase NDM-1 (plasmid) [Escherichia coli]
pdb|4RL0|A	NDM-1	242	PDB_structure	pdb|4RL0|A Chain A, Beta-lactamase NDM-1
pdb|4RL0|B	NDM-1	242	PDB_structure	pdb|4RL0|B Chain B, Beta-lactamase NDM-1
pdb|4RL2|A	NDM-1	246	PDB_structure	pdb|4RL2|A Chain A, Beta-lactamase NDM-1
pdb|4RL2|B	NDM-1	246	PDB_structure	pdb|4RL2|B Chain B, Beta-lactamase NDM-1
pdb|4RM5|A	NDM-1	242	PDB_structure	pdb|4RM5|A Chain A, Beta-lactamase NDM-1
pdb|4RM5|B	NDM-1	242	PDB_structure	pdb|4RM5|B Chain B, Beta-lactamase NDM-1
pdb|4RM5|C	NDM-1	242	PDB_structure	pdb|4RM5|C Chain C, Beta-lactamase NDM-1
pdb|4RM5|D	NDM-1	242	PDB_structure	pdb|4RM5|D Chain D, Beta-lactamase NDM-1
pdb|4RAW|A	NDM-1	243	PDB_structure	pdb|4RAW|A Chain A, Beta-lactamase NDM-1
pdb|4RAW|B	NDM-1	243	PDB_structure	pdb|4RAW|B Chain B, Beta-lactamase NDM-1
pdb|4RBS|A	NDM-1	243	PDB_structure	pdb|4RBS|A Chain A, Beta-lactamase NDM-1
pdb|4RBS|B	NDM-1	243	PDB_structure	pdb|4RBS|B Chain B, Beta-lactamase NDM-1
AIZ65657.1	NDM-1	270	Biological_protein	AIZ65657.1 New Delhi metallo-beta-lactamase NDM-1 [Enterobacter sp. Res2011-42]
AIZ65658.1	NDM-1	270	Biological_protein	AIZ65658.1 New Delhi metallo-beta-lactamase NDM-1 [Enterobacter sp. Res2011-134]
AIZ65659.1	NDM-1	270	Biological_protein	AIZ65659.1 New Delhi metallo-beta-lactamase NDM-1 [Acinetobacter sp. Res2011-156]
AIZ65660.1	NDM-1	270	Biological_protein	AIZ65660.1 New Delhi metallo-beta-lactamase NDM-1 [Escherichia coli]
AIZ65661.1	NDM-1	270	Biological_protein	AIZ65661.1 New Delhi metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AIZ65662.1	NDM-1	270	Biological_protein	AIZ65662.1 New Delhi metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AIZ65663.1	NDM-1	270	Biological_protein	AIZ65663.1 New Delhi metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AIZ65664.1	NDM-1	270	Biological_protein	AIZ65664.1 New Delhi metallo-beta-lactamase NDM-1 [Escherichia coli]
AIZ65665.1	NDM-1	270	Biological_protein	AIZ65665.1 New Delhi metallo-beta-lactamase NDM-1 [Escherichia coli]
AIZ65666.1	NDM-1	270	Biological_protein	AIZ65666.1 New Delhi metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AIZ65667.1	NDM-1	270	Biological_protein	AIZ65667.1 New Delhi metallo-beta-lactamase NDM-1 [Acinetobacter sp. Res2011-183]
AIZ65668.1	NDM-1	270	Biological_protein	AIZ65668.1 New Delhi metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AIZ65669.1	NDM-1	270	Biological_protein	AIZ65669.1 New Delhi metallo-beta-lactamase NDM-1 [Enterobacter sp. Res2012-22]
AIZ65670.1	NDM-1	270	Biological_protein	AIZ65670.1 New Delhi metallo-beta-lactamase NDM-1 [Acinetobacter sp. Res2013-NDI03]
AIZ65671.1	NDM-1	270	Biological_protein	AIZ65671.1 New Delhi metallo-beta-lactamase NDM-1 [Acinetobacter sp. Res2013-GD05]
AIZ65943.1	NDM-1	270	Biological_protein	AIZ65943.1 class B beta-lactamase NDM-1 [Escherichia coli]
AIZ65944.1	NDM-1	270	Biological_protein	AIZ65944.1 class B carbapenemase NDM-1 [Acinetobacter baumannii]
AJD76950.1	NDM-1	270	Plasmid_associated	AJD76950.1 NDM-1 (plasmid) [Serratia marcescens]
AJD76985.1	NDM-1	270	Biological_protein	AJD76985.1 NDM-1 [Proteus mirabilis]
AJD77075.1	NDM-1	270	Plasmid_associated	AJD77075.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AJD77187.1	NDM-1	270	Plasmid_associated	AJD77187.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AJK94077.1	NDM-1	270	Biological_protein	AJK94077.1 beta-lactamase NDM-1 [Acinetobacter baumannii]
AJK94081.1	NDM-1	270	Biological_protein	AJK94081.1 beta-lactamase NDM-1 [Citrobacter freundii]
AJL35292.1	NDM-1	270	Biological_protein	AJL35292.1 NDM-1 [Escherichia coli]
AJM90366.1	NDM-1	270	Plasmid_associated	AJM90366.1 Metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
CEO86098.1	NDM-1	270	Precursor	CEO86098.1 Beta-lactamase NDM-1 precursor [Klebsiella pneumoniae]
AJP18442.1	NDM-1	270	Plasmid_associated	AJP18442.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AJP18537.1	NDM-1	270	Plasmid_associated	AJP18537.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AJQ17202.1	NDM-1	270	Plasmid_associated	AJQ17202.1 beta-lactamase NDM-1 (plasmid) [Escherichia coli]
AJS09412.1	NDM-1	270	Plasmid_associated	AJS09412.1 Metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter lactucae]
BAQ56316.1	NDM-1	270	Biological_protein	BAQ56316.1 NDM-1 metallo-beta-lactamase [Acinetobacter baumannii]
CQR91598.1	NDM-1	270	Plasmid_associated	CQR91598.1 NDM-1 metallo-beta-lactamase (plasmid) [Acinetobacter baumannii]
AKG90361.1	NDM-1	270	Plasmid_associated	AKG90361.1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica subsp. enterica serovar Senftenberg]
BAR73391.1	NDM-1	270	Biological_protein	BAR73391.1 metallo-beta-lactamase NDM-1 [Pseudomonas sp. IOMTU 304]
AKI07083.1	NDM-1	270	Plasmid_associated	AKI07083.1 NDM-1 (plasmid) [Acinetobacter bereziniae]
AKJ21166.1	NDM-1	270	Plasmid_associated	AKJ21166.1 Beta-lactamase NDM-1 (plasmid) [Klebsiella aerogenes]
AKJ21214.1	NDM-1	270	Plasmid_associated	AKJ21214.1 Beta-lactamase NDM-1 (plasmid) [Leclercia adecarboxylata]
AKJ21334.1	NDM-1	270	Plasmid_associated	AKJ21334.1 Beta-lactamase NDM-1 (plasmid) [Klebsiella ornithinolytica]
AKL80055.1	NDM-1	270	Plasmid_associated	AKL80055.1 NDM-1 metallo beta-lactamase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
KMH01095.1	NDM-1	270	Biological_protein	KMH01095.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
AKN19817.1	NDM-1	270	Precursor	AKN19817.1 Beta-lactamase NDM-1 precursor (plasmid) [Enterobacter cloacae]
AKN35214.1	NDM-1	270	Plasmid_associated	AKN35214.1 NDM-1 (plasmid) [Escherichia coli]
AKN35231.1	NDM-1	270	Plasmid_associated	AKN35231.1 NDM-1 (plasmid) [Escherichia coli]
AKN35286.1	NDM-1	270	Plasmid_associated	AKN35286.1 NDM-1 (plasmid) [Enterobacter cloacae]
AKN35295.1	NDM-1	270	Plasmid_associated	AKN35295.1 NDM-1 (plasmid) [Providencia rettgeri]
AKN35320.1	NDM-1	270	Plasmid_associated	AKN35320.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AKN35332.1	NDM-1	270	Plasmid_associated	AKN35332.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
AKN35341.1	NDM-1	270	Plasmid_associated	AKN35341.1 NDM-1 (plasmid) [Escherichia coli]
pdb|5A5Z|A	NDM-1	251	PDB_structure	pdb|5A5Z|A Chain A, BETA-LACTAMASE NDM-1
pdb|5A5Z|C	NDM-1	251	PDB_structure	pdb|5A5Z|C Chain C, BETA-LACTAMASE NDM-1
AKP49195.1	NDM-1	270	Plasmid_associated	AKP49195.1 NDM-1 (plasmid) [Klebsiella pneumoniae]
KMX40034.1	NDM-1	270	Biological_protein	KMX40034.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
AKR16193.1	NDM-1	270	Biological_protein	AKR16193.1 beta-lactamase NDM-1 [Proteus mirabilis]
CRX63614.1	NDM-1	270	Biological_protein	CRX63614.1 Beta-lactamase NDM-1 [Acinetobacter baumannii]
AKT45722.1	NDM-1	270	Biological_protein	AKT45722.1 NDM-1 [Burkholderia cepacia]
AKT45723.1	NDM-1	270	Biological_protein	AKT45723.1 NDM-1 [Klebsiella pneumoniae]
AKT45724.1	NDM-1	270	Biological_protein	AKT45724.1 NDM-1 [Acinetobacter sp. NF6]
AKT45725.1	NDM-1	270	Biological_protein	AKT45725.1 NDM-1 [Acinetobacter sp. NF7]
AKT45726.1	NDM-1	270	Biological_protein	AKT45726.1 NDM-1 [Acinetobacter sp. NF8]
AKT45727.1	NDM-1	270	Biological_protein	AKT45727.1 NDM-1 [Acinetobacter sp. NF10]
AKT45728.1	NDM-1	270	Biological_protein	AKT45728.1 NDM-1 [Acinetobacter sp. NF11]
AKT45729.1	NDM-1	270	Biological_protein	AKT45729.1 NDM-1 [Acinetobacter sp. NF12]
AKT45730.1	NDM-1	270	Biological_protein	AKT45730.1 NDM-1 [Acinetobacter junii]
AKT45731.1	NDM-1	270	Biological_protein	AKT45731.1 NDM-1 [Providencia rettgeri]
AKT45732.1	NDM-1	270	Biological_protein	AKT45732.1 NDM-1 [Klebsiella pneumoniae]
AKT45733.1	NDM-1	270	Biological_protein	AKT45733.1 NDM-1 [Klebsiella pneumoniae]
AKT45734.1	NDM-1	270	Biological_protein	AKT45734.1 NDM-1 [Acinetobacter sp. NF17]
AKT45735.1	NDM-1	270	Biological_protein	AKT45735.1 NDM-1 [Acinetobacter sp. NF18]
AKT45736.1	NDM-1	270	Biological_protein	AKT45736.1 NDM-1 [Acinetobacter junii]
AKT45737.1	NDM-1	270	Biological_protein	AKT45737.1 NDM-1 [Klebsiella pneumoniae]
AKT45738.1	NDM-1	270	Biological_protein	AKT45738.1 NDM-1 [Acinetobacter sp. NF22]
AKT45739.1	NDM-1	270	Biological_protein	AKT45739.1 NDM-1 [Citrobacter freundii]
AKT45740.1	NDM-1	270	Biological_protein	AKT45740.1 NDM-1 [Klebsiella pneumoniae subsp. pneumoniae]
AKT45741.1	NDM-1	270	Biological_protein	AKT45741.1 NDM-1 [Klebsiella pneumoniae subsp. pneumoniae]
AKT45742.1	NDM-1	270	Biological_protein	AKT45742.1 NDM-1 [Acinetobacter sp. NF27]
AKT45743.1	NDM-1	270	Biological_protein	AKT45743.1 NDM-1 [Acinetobacter sp. NF28]
AKT45744.1	NDM-1	270	Biological_protein	AKT45744.1 NDM-1 [Acinetobacter sp. NF29]
AKT45745.1	NDM-1	270	Biological_protein	AKT45745.1 NDM-1 [Acinetobacter sp. NF30]
AKT45746.1	NDM-1	270	Biological_protein	AKT45746.1 NDM-1 [Acinetobacter sp. NF31]
AKT45747.1	NDM-1	270	Biological_protein	AKT45747.1 NDM-1 [Acinetobacter sp. NF32]
AKT45748.1	NDM-1	270	Biological_protein	AKT45748.1 NDM-1 [Acinetobacter johnsonii]
AKT45749.1	NDM-1	270	Biological_protein	AKT45749.1 NDM-1 [Acinetobacter sp. NF34]
AKT45750.1	NDM-1	270	Biological_protein	AKT45750.1 NDM-1 [Acinetobacter sp. NF35]
AKT45751.1	NDM-1	270	Biological_protein	AKT45751.1 NDM-1 [Acinetobacter sp. NF37]
AKT45752.1	NDM-1	270	Biological_protein	AKT45752.1 NDM-1 [Acinetobacter sp. NF38]
AKT45753.1	NDM-1	270	Biological_protein	AKT45753.1 NDM-1 [Acinetobacter junii]
AKT45754.1	NDM-1	270	Biological_protein	AKT45754.1 NDM-1 [Acinetobacter sp. NF40]
AKT45755.1	NDM-1	270	Biological_protein	AKT45755.1 NDM-1 [Pseudomonas sp. NF41]
AKT45756.1	NDM-1	270	Biological_protein	AKT45756.1 NDM-1 [Acinetobacter sp. NF42]
AKT45757.1	NDM-1	270	Biological_protein	AKT45757.1 NDM-1 [Acinetobacter baumannii]
AKT45758.1	NDM-1	270	Biological_protein	AKT45758.1 NDM-1 [Acinetobacter baumannii]
AKT45759.1	NDM-1	270	Biological_protein	AKT45759.1 NDM-1 [Enterobacter ludwigii]
AKT45760.1	NDM-1	270	Biological_protein	AKT45760.1 NDM-1 [Acinetobacter sp. NF46]
AKT45761.1	NDM-1	270	Biological_protein	AKT45761.1 NDM-1 [Acinetobacter junii]
AKT45762.1	NDM-1	270	Biological_protein	AKT45762.1 NDM-1 [Acinetobacter junii]
AKT45763.1	NDM-1	270	Biological_protein	AKT45763.1 NDM-1 [Acinetobacter sp. NF49]
AKT45764.1	NDM-1	270	Biological_protein	AKT45764.1 NDM-1 [Escherichia coli]
AKT45765.1	NDM-1	270	Biological_protein	AKT45765.1 NDM-1 [Acinetobacter johnsonii]
AKT45766.1	NDM-1	270	Biological_protein	AKT45766.1 NDM-1 [Acinetobacter sp. NF53]
AKT45767.1	NDM-1	270	Biological_protein	AKT45767.1 NDM-1 [Escherichia coli]
AKT45768.1	NDM-1	270	Biological_protein	AKT45768.1 NDM-1 [Providencia rettgeri]
AKT45769.1	NDM-1	270	Biological_protein	AKT45769.1 NDM-1 [Acinetobacter sp. NF57]
AKT45770.1	NDM-1	270	Biological_protein	AKT45770.1 NDM-1 [Acinetobacter sp. NF58]
AKT45771.1	NDM-1	270	Biological_protein	AKT45771.1 NDM-1 [Acinetobacter sp. NF59]
AKT45772.1	NDM-1	270	Biological_protein	AKT45772.1 NDM-1 [Acinetobacter sp. NF60]
AKT45773.1	NDM-1	270	Biological_protein	AKT45773.1 NDM-1 [Acinetobacter sp. NF62]
AKT45774.1	NDM-1	270	Biological_protein	AKT45774.1 NDM-1 [Acinetobacter sp. NF63]
AKT45775.1	NDM-1	270	Biological_protein	AKT45775.1 NDM-1 [Acinetobacter sp. NF64]
AKT45776.1	NDM-1	270	Biological_protein	AKT45776.1 NDM-1 [Acinetobacter sp. NF65]
AKT45777.1	NDM-1	270	Biological_protein	AKT45777.1 NDM-1 [Acinetobacter sp. NF66]
AKT45778.1	NDM-1	270	Biological_protein	AKT45778.1 NDM-1 [Acinetobacter sp. NF67]
AKT45779.1	NDM-1	270	Biological_protein	AKT45779.1 NDM-1 [Acinetobacter sp. NF69]
AKT45780.1	NDM-1	270	Biological_protein	AKT45780.1 NDM-1 [Acinetobacter johnsonii]
AKT45781.1	NDM-1	270	Biological_protein	AKT45781.1 NDM-1 [Acinetobacter sp. NF71]
AKT45782.1	NDM-1	270	Biological_protein	AKT45782.1 NDM-1 [Acinetobacter sp. NF72]
AKT45783.1	NDM-1	270	Biological_protein	AKT45783.1 NDM-1 [Acinetobacter sp. NF73]
AKT45784.1	NDM-1	270	Biological_protein	AKT45784.1 NDM-1 [Acinetobacter sp. NF74]
AKT45785.1	NDM-1	270	Biological_protein	AKT45785.1 NDM-1 [Acinetobacter sp. NF75]
AKT45786.1	NDM-1	270	Biological_protein	AKT45786.1 NDM-1 [Escherichia coli]
AKT45787.1	NDM-1	270	Biological_protein	AKT45787.1 NDM-1 [Providencia rettgeri]
AKT45788.1	NDM-1	270	Biological_protein	AKT45788.1 NDM-1 [Acinetobacter sp. NF78]
AKT45789.1	NDM-1	270	Biological_protein	AKT45789.1 NDM-1 [Acinetobacter sp. NF79]
AKT45790.1	NDM-1	270	Biological_protein	AKT45790.1 NDM-1 [Acinetobacter sp. NF80]
AKT45791.1	NDM-1	270	Biological_protein	AKT45791.1 NDM-1 [Pseudomonas sp. NF81]
AKT45792.1	NDM-1	270	Biological_protein	AKT45792.1 NDM-1 [Klebsiella pneumoniae]
AKT45793.1	NDM-1	270	Biological_protein	AKT45793.1 NDM-1 [Alcaligenes faecalis]
AKT45794.1	NDM-1	270	Biological_protein	AKT45794.1 NDM-1 [Providencia vermicola]
AKT45795.1	NDM-1	270	Biological_protein	AKT45795.1 NDM-1 [Acinetobacter sp. NF85]
AKT45796.1	NDM-1	270	Biological_protein	AKT45796.1 NDM-1 [Acinetobacter sp. NF86]
AKT45797.1	NDM-1	270	Biological_protein	AKT45797.1 NDM-1 [Acinetobacter sp. NF87]
AKT45798.1	NDM-1	270	Biological_protein	AKT45798.1 NDM-1 [Acinetobacter sp. NF94]
AKT45799.1	NDM-1	270	Biological_protein	AKT45799.1 NDM-1 [Acinetobacter johnsonii]
AKT45800.1	NDM-1	270	Biological_protein	AKT45800.1 NDM-1 [Acinetobacter sp. NF96]
AKT45801.1	NDM-1	270	Biological_protein	AKT45801.1 NDM-1 [Acinetobacter baumannii]
AKT45802.1	NDM-1	270	Biological_protein	AKT45802.1 NDM-1 [Acinetobacter sp. NF99]
AKT45803.1	NDM-1	270	Biological_protein	AKT45803.1 NDM-1 [Acinetobacter junii]
AKT45804.1	NDM-1	270	Biological_protein	AKT45804.1 NDM-1 [Acinetobacter sp. NF102]
AKT45805.1	NDM-1	270	Biological_protein	AKT45805.1 NDM-1 [Acinetobacter sp. NF103]
AKT45806.1	NDM-1	270	Biological_protein	AKT45806.1 NDM-1 [Citrobacter freundii]
AKT45807.1	NDM-1	270	Biological_protein	AKT45807.1 NDM-1 [Acinetobacter sp. NF105]
AKT45808.1	NDM-1	270	Biological_protein	AKT45808.1 NDM-1 [Providencia rettgeri]
AKT45809.1	NDM-1	270	Biological_protein	AKT45809.1 NDM-1 [Acinetobacter sp. NF108]
AKT45810.1	NDM-1	270	Biological_protein	AKT45810.1 NDM-1 [Citrobacter freundii]
AKT45811.1	NDM-1	270	Biological_protein	AKT45811.1 NDM-1 [Acinetobacter sp. NF111]
AKT45812.1	NDM-1	270	Biological_protein	AKT45812.1 NDM-1 [Escherichia coli]
AKT45813.1	NDM-1	270	Biological_protein	AKT45813.1 NDM-1 [Acinetobacter johnsonii]
AKT45814.1	NDM-1	270	Biological_protein	AKT45814.1 NDM-1 [Providencia vermicola]
AKT45815.1	NDM-1	270	Biological_protein	AKT45815.1 NDM-1 [Acinetobacter sp. NF116]
AKT45816.1	NDM-1	270	Biological_protein	AKT45816.1 NDM-1 [Pseudomonas sp. NF117]
AKT73342.1	NDM-1	270	Biological_protein	AKT73342.1 metallo-beta-lactamase NDM-1 [Acinetobacter pittii]
AKU47818.1	NDM-1	270	Plasmid_associated	AKU47818.1 beta-lactamase NDM-1 (plasmid) [Acinetobacter bereziniae]
ALA08835.1	NDM-1	270	Plasmid_associated	ALA08835.1 beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
ALD19744.1	NDM-1	244	Biological_protein	ALD19744.1 metallo-beta-lactamase NDM-1 [Escherichia coli]
ALD19783.1	NDM-1	271	Biological_protein	ALD19783.1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
ALD19865.1	NDM-1	264	Plasmid_associated	ALD19865.1 metallo-beta-lactamase NDM-1 (plasmid) [Pseudocitrobacter faecalis]
ALD19869.1	NDM-1	264	Plasmid_associated	ALD19869.1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
ALD19873.1	NDM-1	270	Plasmid_associated	ALD19873.1 metallo-beta-lactamase NDM-1 (plasmid) [Pseudocitrobacter faecalis]
ALD19883.1	NDM-1	271	Biological_protein	ALD19883.1 metallo-beta-lactamase NDM-1 [Citrobacter freundii]
ALD19889.1	NDM-1	244	Plasmid_associated	ALD19889.1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
ALF35348.1	NDM-1	270	Plasmid_associated	ALF35348.1 Beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
BAT46949.1	NDM-1	270	Biological_protein	BAT46949.1 beta-lactamase NDM-1 [Escherichia coli]
BAT46973.1	NDM-1	270	Biological_protein	BAT46973.1 beta-lactamase NDM-1 [Escherichia coli]
ALQ87875.1	NDM-1	270	Plasmid_associated	ALQ87875.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
ALV81587.1	NDM-1	270	Precursor	ALV81587.1 Beta-lactamase NDM-1 precursor (plasmid) [Escherichia coli]
ALV81742.1	NDM-1	270	Precursor	ALV81742.1 Beta-lactamase NDM-1 precursor (plasmid) [Providencia rettgeri]
ALV78779.1	NDM-1	270	Precursor	ALV78779.1 Beta-lactamase NDM-1 precursor [Pseudomonas aeruginosa]
BAU22088.1	NDM-1	270	Biological_protein	BAU22088.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
CUW36427.1	NDM-1	270	Biological_protein	CUW36427.1 Beta-lactamase NDM-1 [Acinetobacter baumannii]
ALZ46450.1	NDM-1	270	Plasmid_associated	ALZ46450.1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
ALZ46459.1	NDM-1	270	Plasmid_associated	ALZ46459.1 NDM-1 metallo-beta-lactamase (plasmid) [Escherichia coli]
CDM73462.1	NDM-1	270	Biological_protein	CDM73462.1 Beta-lactamase NDM-1 [Acinetobacter baumannii P630]
KXO23147.1	NDM-1	270	Biological_protein	KXO23147.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
AMM30592.1	NDM-1	270	Plasmid_associated	AMM30592.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter pittii]
AMP34726.1	NDM-1	270	Precursor	AMP34726.1 Beta-lactamase NDM-1 precursor (plasmid) [Salmonella enterica subsp. enterica serovar Stanley]
AMQ12492.1	NDM-1	270	Plasmid_associated	AMQ12492.1 NDM-1 (plasmid) [Klebsiella aerogenes]
AMQ45958.1	NDM-1	270	Plasmid_associated	AMQ45958.1 Beta-lactamase NDM-1 (plasmid) [Acinetobacter towneri]
KYN51288.1	NDM-1	270	Biological_protein	KYN51288.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
ANC28018.1	NDM-1	270	Biological_protein	ANC28018.1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANC28019.1	NDM-1	270	Biological_protein	ANC28019.1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANC28020.1	NDM-1	270	Biological_protein	ANC28020.1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANC28021.1	NDM-1	270	Biological_protein	ANC28021.1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
OAI32049.1	NDM-1	270	Biological_protein	OAI32049.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
ANF44110.1	NDM-1	270	Plasmid_associated	ANF44110.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
ANF80532.1	NDM-1	270	Plasmid_associated	ANF80532.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Salmonella enterica]
ANF99562.1	NDM-1	270	Biological_protein	ANF99562.1 NDM-1 [Klebsiella pneumoniae]
ANF99563.1	NDM-1	270	Biological_protein	ANF99563.1 NDM-1 [Klebsiella pneumoniae]
ANF99564.1	NDM-1	270	Biological_protein	ANF99564.1 NDM-1 [Klebsiella pneumoniae]
ANJ15745.1	NDM-1	270	Plasmid_associated	ANJ15745.1 NDM-1 metallo-beta-lactamase (plasmid) [Klebsiella pneumoniae subsp. pneumoniae]
ANJ15746.1	NDM-1	270	Plasmid_associated	ANJ15746.1 NDM-1 metallo-beta-lactamase (plasmid) [Escherichia coli]
ANM85706.1	NDM-1	270	Plasmid_associated	ANM85706.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
OBU88529.1	NDM-1	270	Plasmid_associated	OBU88529.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
ANS59695.1	NDM-1	270	Plasmid_associated	ANS59695.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
ANU04676.1	NDM-1	270	Biological_protein	ANU04676.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04677.1	NDM-1	270	Biological_protein	ANU04677.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04678.1	NDM-1	270	Biological_protein	ANU04678.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04679.1	NDM-1	270	Biological_protein	ANU04679.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04680.1	NDM-1	270	Biological_protein	ANU04680.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04681.1	NDM-1	270	Biological_protein	ANU04681.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04682.1	NDM-1	270	Biological_protein	ANU04682.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04683.1	NDM-1	270	Biological_protein	ANU04683.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04684.1	NDM-1	270	Biological_protein	ANU04684.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANU04685.1	NDM-1	270	Biological_protein	ANU04685.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
ANW35666.1	NDM-1	270	Biological_protein	ANW35666.1 beta-lactamase NDM-1 [Klebsiella pneumoniae]
OCN11849.1	NDM-1	270	Biological_protein	OCN11849.1 subclass B1 metallo-beta-lactamase NDM-1 [Serratia marcescens]
OCN16978.1	NDM-1	270	Biological_protein	OCN16978.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae subsp. pneumoniae]
